territorio,geocode,estado,ano,variavel,chave,unidade,valor
Jauru,5105002,MT,2011,Precipitação anual,atmosphere_annual_precipitation,mm,1390.522171
Jauru,5105002,MT,2012,Precipitação anual,atmosphere_annual_precipitation,mm,1542.761882
Jauru,5105002,MT,2013,Precipitação anual,atmosphere_annual_precipitation,mm,1453.253602
Jauru,5105002,MT,2014,Precipitação anual,atmosphere_annual_precipitation,mm,1859.073363
Jauru,5105002,MT,2015,Precipitação anual,atmosphere_annual_precipitation,mm,1303.111736
Jauru,5105002,MT,2016,Precipitação anual,atmosphere_annual_precipitation,mm,1269.659420
Jauru,5105002,MT,2017,Precipitação anual,atmosphere_annual_precipitation,mm,1513.598472
Jauru,5105002,MT,2018,Precipitação anual,atmosphere_annual_precipitation,mm,1396.337668
Jauru,5105002,MT,2019,Precipitação anual,atmosphere_annual_precipitation,mm,1190.298235
Jauru,5105002,MT,2020,Precipitação anual,atmosphere_annual_precipitation,mm,851.012346
Jauru,5105002,MT,2021,Precipitação anual,atmosphere_annual_precipitation,mm,1310.129174
Jauru,5105002,MT,2022,Precipitação anual,atmosphere_annual_precipitation,mm,1208.264203
Jauru,5105002,MT,2023,Precipitação anual,atmosphere_annual_precipitation,mm,1199.686979
Jauru,5105002,MT,2024,Precipitação anual,atmosphere_annual_precipitation,mm,980.197423
Jauru,5105002,MT,2003,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,25.501788
Jauru,5105002,MT,2004,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,36.290550
Jauru,5105002,MT,2005,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,29.417253
Jauru,5105002,MT,2006,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,22.677728
Jauru,5105002,MT,2007,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,36.244040
Jauru,5105002,MT,2008,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,20.674844
Jauru,5105002,MT,2009,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,13.912628
Jauru,5105002,MT,2010,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,44.955630
Jauru,5105002,MT,2011,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,12.225057
Jauru,5105002,MT,2012,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,17.198562
Jauru,5105002,MT,2013,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,12.193878
Jauru,5105002,MT,2014,PM10 anual,atmosphere_annual_inhalable_particulate_matter_pm10,µg/m³,14.437555
